text,label,author_name,colluqial_transformed_text,cleaned_text,translated_text,corrected_text,tokenized_text,filtered_tokens,filtered_text,stemmed_text
pandangan bang ginting akan mengerucut pada kesimpulan presiden prabowo tak mampu....,0,@ahmadropii-wu7sd,pandangan bang ganteng akan mengerucut pada kesimpulan presiden prabowo tak mampu....,pandangan bang ganteng akan mengerucut pada kesimpulan presiden prabowo tak mampu,pandangan bang ganteng akan mengerucut pada kesimpulan presiden prabowo tak mampu,pandangan bang ganteng akan mengerucut pada kesimpulan presiden prabowo tak mampu,"['pandangan', 'bang', 'ganteng', 'akan', 'mengerucut', 'pada', 'kesimpulan', 'presiden', 'prabowo', 'tak', 'mampu']","['pandangan', 'bang', 'ganteng', 'mengerucut', 'kesimpulan', 'presiden', 'prabowo', 'tak', 'mampu']",pandangan bang ganteng mengerucut kesimpulan presiden prabowo tak mampu,pandang bang ganteng kerucut simpul presiden prabowo tak mampu
"betul si jokowi maanfaatkan parcok untuk kecurangan pilpres, saat dijabat tito karnavian skrg menteri dalam negeri. wajar jika jokowi dijuluki planga plongo karena banyak para menterinya merugikan negara. tom lembong meski tidak ada aliran duit masuk rekeningnya, fakta dalam persidangan atas perintah jokowi ! menteri agama merugikan negara 1t, nadiem rugikan negara 1,8t kereta cepat jkt bdg rugikan negara ratusan miliar. kurang bukti apa lagi jokowi sbg presiden harus diciduk masuk bui.",1,@bennybenyamin3757,"betul sih jokowi maanfaatkan parcok untuk kecurangan pilpres, saat dijabat tito karnavian sekarang menteri dalam negeri. wajar jika jokowi dijuluki planga plongo karena banyak para menterinya merugikan negara. tom lembong meski tidak ada aliran duit masuk rekeningnya, fakta dalam persidangan atas perintah jokowi ! menteri agama merugikan negara 1 t, nadiem rugikan negara 1 ,8 t kereta cepat jakarta bdg rugikan negara ratusan miliar. kurang bukti apa lagi jokowi sebagai presiden harus diciduk masuk bui.",betul sih jokowi maanfaatkan parcok untuk kecurangan pilpres saat dijabat tito karnavian sekarang menteri dalam negeri wajar jika jokowi dijuluki planga plongo karena banyak para menterinya merugikan negara tom lembong meski tidak ada aliran duit masuk rekeningnya fakta dalam persidangan atas perintah jokowi menteri agama merugikan negara t nadiem rugikan negara t kereta cepat jakarta bdg rugikan negara ratusan miliar kurang bukti apa lagi jokowi sebagai presiden harus diciduk masuk bui,"Betul sih Jokowi memanfaatkan parcok untuk kecurangan pilpres saat dijabat Tito Karnavian, sekarang menteri dalam negeri. Wajar jika Jokowi dijuluki planga plongo karena banyak para menterinya merugikan negara. Tom Lembong meski tidak ada aliran duit masuk rekeningnya. Fakta dalam persidangan, atas perintah Jokowi, menteri agama merugikan negara. T Nadiem rugikan negara. T Kereta cepat Jakarta-Bandung rugikan negara ratusan miliar. Kurang bukti apa lagi? Jokowi sebagai presiden harus diciduk masuk bui.","Betul sih Jokowi memanfaatkan parcok untuk kecurangan pilpres saat dijabat Tito Karnavian, sekarang menteri dalam negeri. Wajar jika Jokowi dijuluki planga plongo karena banyak para menterinya merugikan negara. Tom Lembong meski tidak ada aliran duit masuk rekeningnya. Fakta dalam persidangan, atas perintah Jokowi, menteri agama merugikan negara. T Nadiem rugikan negara. T Kereta cepat Jakarta-Bandung rugikan negara ratusan miliar. Kurang bukti apa lagi? Jokowi sebagai presiden harus diciduk masuk bui.","['Betul', 'sih', 'Jokowi', 'memanfaatkan', 'parcok', 'untuk', 'kecurangan', 'pilpres', 'saat', 'dijabat', 'Tito', 'Karnavian', ',', 'sekarang', 'menteri', 'dalam', 'negeri', '.', 'Wajar', 'jika', 'Jokowi', 'dijuluki', 'planga', 'plongo', 'karena', 'banyak', 'para', 'menterinya', 'merugikan', 'negara', '.', 'Tom', 'Lembong', 'meski', 'tidak', 'ada', 'aliran', 'duit', 'masuk', 'rekeningnya', '.', 'Fakta', 'dalam', 'persidangan', ',', 'atas', 'perintah', 'Jokowi', ',', 'menteri', 'agama', 'merugikan', 'negara', '.', 'T', 'Nadiem', 'rugikan', 'negara', '.', 'T', 'Kereta', 'cepat', 'Jakarta-Bandung', 'rugikan', 'negara', 'ratusan', 'miliar', '.', 'Kurang', 'bukti', 'apa', 'lagi', '?', 'Jokowi', 'sebagai', 'presiden', 'harus', 'diciduk', 'masuk', 'bui', '.']","['Betul', 'sih', 'Jokowi', 'memanfaatkan', 'parcok', 'kecurangan', 'pilpres', 'dijabat', 'Tito', 'Karnavian', ',', 'sekarang', 'menteri', 'negeri', '.', 'Wajar', 'Jokowi', 'dijuluki', 'planga', 'plongo', 'banyak', 'menterinya', 'merugikan', 'negara', '.', 'Tom', 'Lembong', 'meski', 'aliran', 'duit', 'masuk', 'rekeningnya', '.', 'Fakta', 'persidangan', ',', 'atas', 'perintah', 'Jokowi', ',', 'menteri', 'agama', 'merugikan', 'negara', '.', 'T', 'Nadiem', 'rugikan', 'negara', '.', 'T', 'Kereta', 'cepat', 'Jakarta-Bandung', 'rugikan', 'negara', 'ratusan', 'miliar', '.', 'Kurang', 'bukti', 'apa', '?', 'Jokowi', 'presiden', 'diciduk', 'masuk', 'bui', '.']","Betul sih Jokowi memanfaatkan parcok kecurangan pilpres dijabat Tito Karnavian , sekarang menteri negeri . Wajar Jokowi dijuluki planga plongo banyak menterinya merugikan negara . Tom Lembong meski aliran duit masuk rekeningnya . Fakta persidangan , atas perintah Jokowi , menteri agama merugikan negara . T Nadiem rugikan negara . T Kereta cepat Jakarta-Bandung rugikan negara ratusan miliar . Kurang bukti apa ? Jokowi presiden diciduk masuk bui .",betul sih jokowi manfaat parcok curang pilpres jabat tito karnavian sekarang menteri negeri wajar jokowi juluk planga plongo banyak menteri rugi negara tom lembong meski alir duit masuk rekening fakta sidang atas perintah jokowi menteri agama rugi negara t nadiem rugi negara t kereta cepat jakarta-bandung rugi negara ratus miliar kurang bukti apa jokowi presiden ciduk masuk bui
"memalukan ..dan menjijikkan ...!!!
 niat mau jaga negara atau mau saling rampok negara ..??
adili jokowi segra ...!!
makzulkan gibran..!!
copot kapolri..!!",1,@fiefiemachfoodz1351,memalukan ..dan menjijikkan ...!!! niat mau jaga negara atau mau saling rampok negara ..?? adili jokowi segra ...!! makzulkan gibran..!! copot kapolri..!!,memalukan dan menjijikkan niat mau jaga negara atau mau saling rampok negara adili jokowi segra makzulkan gibran copot kapolri,"Memalukan dan menjijikkan niat mau menjaga negara atau mau saling merampok negara; adili Jokowi, segera makzulkan Gibran, copot Kapolri.","Memalukan dan menjijikkan niat mau menjaga negara atau mau saling merampok negara; adili Jokowi, segera makzulkan Gibran, copot Kapolri.","['Memalukan', 'dan', 'menjijikkan', 'niat', 'mau', 'menjaga', 'negara', 'atau', 'mau', 'saling', 'merampok', 'negara', ';', 'adili', 'Jokowi', ',', 'segera', 'makzulkan', 'Gibran', ',', 'copot', 'Kapolri', '.']","['Memalukan', 'menjijikkan', 'niat', 'mau', 'menjaga', 'negara', 'mau', 'saling', 'merampok', 'negara', ';', 'adili', 'Jokowi', ',', 'segera', 'makzulkan', 'Gibran', ',', 'copot', 'Kapolri', '.']","Memalukan menjijikkan niat mau menjaga negara mau saling merampok negara ; adili Jokowi , segera makzulkan Gibran , copot Kapolri .",malu jijik niat mau jaga negara mau saling rampok negara adil jokowi segera makzul gibran copot kapolri
apa sih istimewanya jokowi. mantan presiden 2. yg lalu ga bikin geng.,1,@heribem9542,apa sih istimewanya jokowi. mantan presiden 2 . yang lalu enggak bikin geng.,apa sih istimewanya jokowi mantan presiden yang lalu enggak bikin geng,"Apa sih istimewanya Jokowi, mantan presiden yang lalu tidak membuat geng?","Apa sih istimewanya Jokowi, mantan presiden yang lalu tidak membuat geng?","['Apa', 'sih', 'istimewanya', 'Jokowi', ',', 'mantan', 'presiden', 'yang', 'lalu', 'tidak', 'membuat', 'geng', '?']","['Apa', 'sih', 'istimewanya', 'Jokowi', ',', 'mantan', 'presiden', 'lalu', 'membuat', 'geng', '?']","Apa sih istimewanya Jokowi , mantan presiden lalu membuat geng ?",apa sih istimewa jokowi mantan presiden lalu buat geng
"coba kasih bocoran ke jokowi itu, gibran harus di ganti jokowi nya gak usah di adili minimal di maafkan saja klo jokowi punya kasih , tpi syarat cuma satu rakyat indonesia minta wapres gibran di ganti lewat dpr mau lihat respon jokowi kayak gimna jokowi nanggapi.",1,@Sukri33,"coba kasih bocoran ke jokowi itu, gibran harus di ganti jokowi nya enggak usah di adili minimal di maafkan saja kalo jokowi punya kasih , tapi syarat cuma satu rakyat indonesia meminta wapres gibran di ganti lewat dpr mau lihat respon jokowi kayak bagaimana jokowi nanggapi.",coba kasih bocoran ke jokowi itu gibran harus di ganti jokowi nya enggak usah di adili minimal di maafkan saja kalo jokowi punya kasih tapi syarat cuma satu rakyat indonesia meminta wapres gibran di ganti lewat dpr mau lihat respon jokowi kayak bagaimana jokowi nanggapi,"coba kasih bocoran ke Jokowi bahwa Gibran harus diganti, Jokowi-nya enggak usah diadili, minimal diampuni saja. Kalau Jokowi punya kasih, syaratnya cuma satu: rakyat Indonesia meminta agar wapres Gibran diganti lewat DPR. Mau lihat respon Jokowi seperti apa dan bagaimana Jokowi menanggapi.","coba kasih bocoran ke Jokowi bahwa Gibran harus diganti, Jokowi-nya enggak usah diadili, minimal diampuni saja. Kalau Jokowi punya kasih, syaratnya cuma satu: rakyat Indonesia meminta agar wapres Gibran diganti lewat DPR. Mau lihat respon Jokowi seperti apa dan bagaimana Jokowi menanggapi.","['coba', 'kasih', 'bocoran', 'ke', 'Jokowi', 'bahwa', 'Gibran', 'harus', 'diganti', ',', 'Jokowi-nya', 'enggak', 'usah', 'diadili', ',', 'minimal', 'diampuni', 'saja', '.', 'Kalau', 'Jokowi', 'punya', 'kasih', ',', 'syaratnya', 'cuma', 'satu', ':', 'rakyat', 'Indonesia', 'meminta', 'agar', 'wapres', 'Gibran', 'diganti', 'lewat', 'DPR', '.', 'Mau', 'lihat', 'respon', 'Jokowi', 'seperti', 'apa', 'dan', 'bagaimana', 'Jokowi', 'menanggapi', '.']","['coba', 'kasih', 'bocoran', 'Jokowi', 'Gibran', 'diganti', ',', 'Jokowi-nya', 'enggak', 'usah', 'diadili', ',', 'minimal', 'diampuni', '.', 'Kalau', 'Jokowi', 'punya', 'kasih', ',', 'syaratnya', 'cuma', 'satu', ':', 'rakyat', 'Indonesia', 'meminta', 'wapres', 'Gibran', 'diganti', 'lewat', 'DPR', '.', 'Mau', 'lihat', 'respon', 'Jokowi', 'apa', 'bagaimana', 'Jokowi', 'menanggapi', '.']","coba kasih bocoran Jokowi Gibran diganti , Jokowi-nya enggak usah diadili , minimal diampuni . Kalau Jokowi punya kasih , syaratnya cuma satu : rakyat Indonesia meminta wapres Gibran diganti lewat DPR . Mau lihat respon Jokowi apa bagaimana Jokowi menanggapi .",coba kasih bocor jokowi gibran ganti jokowi-nya enggak usah adil minimal ampun kalau jokowi punya kasih syarat cuma satu rakyat indonesia minta wapres gibran ganti lewat dpr mau lihat respon jokowi apa bagaimana jokowi tanggap
lebih cepat lebih baik untuk masa depan generasi anak bangsa indonesia,0,@Nurdin-h6v,lebih cepat lebih baik untuk masa depan generasi anak bangsa indonesia,lebih cepat lebih baik untuk masa depan generasi anak bangsa indonesia,lebih cepat lebih baik untuk masa depan generasi anak bangsa Indonesia,lebih cepat lebih baik untuk masa depan generasi anak bangsa Indonesia,"['lebih', 'cepat', 'lebih', 'baik', 'untuk', 'masa', 'depan', 'generasi', 'anak', 'bangsa', 'Indonesia']","['lebih', 'cepat', 'lebih', 'baik', 'masa', 'depan', 'generasi', 'anak', 'bangsa', 'Indonesia']",lebih cepat lebih baik masa depan generasi anak bangsa Indonesia,lebih cepat lebih baik masa depan generasi anak bangsa indonesia
"belok nyalahin militer yaa..persis. isu awal pemakzulan, belokkkk kepembubaran dpr, penjarahan, dan tertabraknya ojol hanya korban...tapi begonya kita, agenda demonstran belok, dibonsai ke tuntutan 17+8.. kulit-kulit doang wkkwkwkwk",0,@theo.eltoco,"belok menyalahkan militer yaa..persis. isu awal pemakzulan, belokkkk kepembubaran dpr, penjarahan, dan tertabraknya ojol hanya korban...tapi begonya kita, agenda demonstran belok, dibonsai ke tuntutan 17 +8 .. kulit-kulit doang wkkwkwkwk",belok menyalahkan militer yaa persis isu awal pemakzulan belokk kepembubaran dpr penjarahan dan tertabraknya ojol hanya korban tapi begonya kita agenda demonstran belok dibonsai ke tuntutan kulit kulit doang wkkwkwkwk,"Belok menyalahkan militer ya, persis isu awal pemakzulan belok ke pembubaran DPR, penjarahan, dan tertabraknya ojol hanya korban. Tapi begonya kita, agenda demonstran belok dibonsai ke tuntutan kulit-kulit doang. Wkwkwkwk.","Belok menyalahkan militer ya, persis isu awal pemakzulan belok ke pembubaran DPR, penjarahan, dan tertabraknya ojol hanya korban. Tapi begonya kita, agenda demonstran belok dibonsai ke tuntutan kulit-kulit doang. Wkwkwkwk.","['Belok', 'menyalahkan', 'militer', 'ya', ',', 'persis', 'isu', 'awal', 'pemakzulan', 'belok', 'ke', 'pembubaran', 'DPR', ',', 'penjarahan', ',', 'dan', 'tertabraknya', 'ojol', 'hanya', 'korban', '.', 'Tapi', 'begonya', 'kita', ',', 'agenda', 'demonstran', 'belok', 'dibonsai', 'ke', 'tuntutan', 'kulit-kulit', 'doang', '.', 'Wkwkwkwk', '.']","['Belok', 'menyalahkan', 'militer', ',', 'persis', 'isu', 'awal', 'pemakzulan', 'belok', 'pembubaran', 'DPR', ',', 'penjarahan', ',', 'tertabraknya', 'ojol', 'korban', '.', 'begonya', ',', 'agenda', 'demonstran', 'belok', 'dibonsai', 'tuntutan', 'kulit-kulit', 'doang', '.', 'Wkwkwkwk', '.']","Belok menyalahkan militer , persis isu awal pemakzulan belok pembubaran DPR , penjarahan , tertabraknya ojol korban . begonya , agenda demonstran belok dibonsai tuntutan kulit-kulit doang . Wkwkwkwk .",belok salah militer persis isu awal makzul belok bubar dpr jarah tabrak ojol korban bego agenda demonstran belok bonsai tuntut kulit doang wkwkwkwk
3:24 saya heran kok lama sekali loding dg tuntutan rakyat untuk melengserkan kapolri.ada apa dg prabowo ya?,0,@sadrimukhlis3172,3 :24 saya heran kok lama sekali loding dengan tuntutan rakyat untuk melengserkan kapolri.ada apa dengan prabowo ya?,saya heran kok lama sekali loding dengan tuntutan rakyat untuk melengserkan kapolri ada apa dengan prabowo ya,"saya heran kenapa proses loadingnya sangat lama sehubungan dengan tuntutan masyarakat untuk mengganti kapolri, ada apa dengan prabowo ya?","saya heran kenapa proses loadingnya sangat lama sehubungan dengan tuntutan masyarakat untuk mengganti kapolri, ada apa dengan prabowo ya?","['saya', 'heran', 'kenapa', 'proses', 'loadingnya', 'sangat', 'lama', 'sehubungan', 'dengan', 'tuntutan', 'masyarakat', 'untuk', 'mengganti', 'kapolri', ',', 'ada', 'apa', 'dengan', 'prabowo', 'ya', '?']","['heran', 'proses', 'loadingnya', 'sangat', 'lama', 'sehubungan', 'tuntutan', 'masyarakat', 'mengganti', 'kapolri', ',', 'apa', 'prabowo', '?']","heran proses loadingnya sangat lama sehubungan tuntutan masyarakat mengganti kapolri , apa prabowo ?",heran proses loadingnya sangat lama hubung tuntut masyarakat ganti kapolri apa prabowo
supaya.tidak..ada.lagi..yang.menggagu..wibawa.permerinta.pak.prabowo👍👍,0,@lalumurte9237,supaya.tidak..ada.lagi..yang.menggagu..wibawa.permerinta.pak.prabowo👍👍,supaya tidak ada lagi yang menggagu wibawa permerinta pak prabowo,supaya tidak ada lagi yang menggangu wibawa pemerintah pak prabowo,supaya tidak ada lagi yang menggangu wibawa pemerintah pak prabowo,"['supaya', 'tidak', 'ada', 'lagi', 'yang', 'menggangu', 'wibawa', 'pemerintah', 'pak', 'prabowo']","['menggangu', 'wibawa', 'pemerintah', 'pak', 'prabowo']",menggangu wibawa pemerintah pak prabowo,menggangu wibawa perintah pak prabowo
salam akal sehat...mantul bung sg!!,0,@ErwanHermawan-z2w,salam akal sehat...mantul bung sg!!,salam akal sehat mantul bung sg,salam akal sehat mantul bung sg,salam akal sehat mantul bung sg,"['salam', 'akal', 'sehat', 'mantul', 'bung', 'sg']","['salam', 'akal', 'sehat', 'mantul', 'bung', 'sg']",salam akal sehat mantul bung sg,salam akal sehat mantul bung sg
pecat.saja..pak.orang.orang..yang.membakang.terutama.yang..bagi.anak.buah.joko..w.,1,@lalumurte9237,pecat.saja..pak.orang.orang..yang.membakang.terutama.yang..bagi.anak.buah.joko..w.,pecat saja pak orang orang yang membakang terutama yang bagi anak buah joko w,"Pecat saja Pak orang-orang yang membangkang, terutama yang bagi anak buah Joko W.","Pecat saja Pak orang-orang yang membangkang, terutama yang bagi anak buah Joko W.","['Pecat', 'saja', 'Pak', 'orang-orang', 'yang', 'membangkang', ',', 'terutama', 'yang', 'bagi', 'anak', 'buah', 'Joko', 'W', '.']","['Pecat', 'Pak', 'orang-orang', 'membangkang', ',', 'terutama', 'anak', 'buah', 'Joko', 'W', '.']","Pecat Pak orang-orang membangkang , terutama anak buah Joko W .",pecat pak orang bangkang utama anak buah joko w
siapa sih gank solo??? presiden prabowo juga kah.....krn beliau sering ke solo menemui mantan presiden jokowi,0,@ajijoyo6358,siapa sih gank solo??? presiden prabowo juga kah.....krn beliau sering ke solo menemui mantan presiden jokowi,siapa sih gank solo presiden prabowo juga kah krn beliau sering ke solo menemui mantan presiden jokowi,"Siapa sih gank solo, apakah presiden Prabowo juga karena beliau sering ke Solo menemui mantan presiden Jokowi?","Siapa sih gank solo, apakah presiden Prabowo juga karena beliau sering ke Solo menemui mantan presiden Jokowi?","['Siapa', 'sih', 'gank', 'solo', ',', 'apakah', 'presiden', 'Prabowo', 'juga', 'karena', 'beliau', 'sering', 'ke', 'Solo', 'menemui', 'mantan', 'presiden', 'Jokowi', '?']","['Siapa', 'sih', 'gank', 'solo', ',', 'presiden', 'Prabowo', 'beliau', 'sering', 'Solo', 'menemui', 'mantan', 'presiden', 'Jokowi', '?']","Siapa sih gank solo , presiden Prabowo beliau sering Solo menemui mantan presiden Jokowi ?",siapa sih gank solo presiden prabowo beliau sering solo temu mantan presiden jokowi
"coba kasih bocoran ke jokowi itu, gibran harus di ganti jokowi nya gak usah di adili minimal di maafkan saja klo jokowi punya kasih , tpi syarat cuma satu rakyat indonesia minta wapres gibran di ganti lewat dpr mau lihat respon jokowi kayak gimna jokowi nanggapi.",1,@Sukri33,"coba kasih bocoran ke jokowi itu, gibran harus di ganti jokowi nya enggak usah di adili minimal di maafkan saja kalo jokowi punya kasih , tapi syarat cuma satu rakyat indonesia meminta wapres gibran di ganti lewat dpr mau lihat respon jokowi kayak bagaimana jokowi nanggapi.",coba kasih bocoran ke jokowi itu gibran harus di ganti jokowi nya enggak usah di adili minimal di maafkan saja kalo jokowi punya kasih tapi syarat cuma satu rakyat indonesia meminta wapres gibran di ganti lewat dpr mau lihat respon jokowi kayak bagaimana jokowi nanggapi,"coba kasih bocoran ke Jokowi bahwa Gibran harus diganti, Jokowi-nya enggak usah diadili, minimal diampuni saja. Kalau Jokowi punya kasih, syaratnya cuma satu: rakyat Indonesia meminta agar wapres Gibran diganti lewat DPR. Mau lihat respon Jokowi seperti apa dan bagaimana Jokowi menanggapi.","coba kasih bocoran ke Jokowi bahwa Gibran harus diganti, Jokowi-nya enggak usah diadili, minimal diampuni saja. Kalau Jokowi punya kasih, syaratnya cuma satu: rakyat Indonesia meminta agar wapres Gibran diganti lewat DPR. Mau lihat respon Jokowi seperti apa dan bagaimana Jokowi menanggapi.","['coba', 'kasih', 'bocoran', 'ke', 'Jokowi', 'bahwa', 'Gibran', 'harus', 'diganti', ',', 'Jokowi-nya', 'enggak', 'usah', 'diadili', ',', 'minimal', 'diampuni', 'saja', '.', 'Kalau', 'Jokowi', 'punya', 'kasih', ',', 'syaratnya', 'cuma', 'satu', ':', 'rakyat', 'Indonesia', 'meminta', 'agar', 'wapres', 'Gibran', 'diganti', 'lewat', 'DPR', '.', 'Mau', 'lihat', 'respon', 'Jokowi', 'seperti', 'apa', 'dan', 'bagaimana', 'Jokowi', 'menanggapi', '.']","['coba', 'kasih', 'bocoran', 'Jokowi', 'Gibran', 'diganti', ',', 'Jokowi-nya', 'enggak', 'usah', 'diadili', ',', 'minimal', 'diampuni', '.', 'Kalau', 'Jokowi', 'punya', 'kasih', ',', 'syaratnya', 'cuma', 'satu', ':', 'rakyat', 'Indonesia', 'meminta', 'wapres', 'Gibran', 'diganti', 'lewat', 'DPR', '.', 'Mau', 'lihat', 'respon', 'Jokowi', 'apa', 'bagaimana', 'Jokowi', 'menanggapi', '.']","coba kasih bocoran Jokowi Gibran diganti , Jokowi-nya enggak usah diadili , minimal diampuni . Kalau Jokowi punya kasih , syaratnya cuma satu : rakyat Indonesia meminta wapres Gibran diganti lewat DPR . Mau lihat respon Jokowi apa bagaimana Jokowi menanggapi .",coba kasih bocor jokowi gibran ganti jokowi-nya enggak usah adil minimal ampun kalau jokowi punya kasih syarat cuma satu rakyat indonesia minta wapres gibran ganti lewat dpr mau lihat respon jokowi apa bagaimana jokowi tanggap
